name,school,position,nil_valuation,nil_rank,class_year,recruiting_stars,recruiting_rating,national_rank,state,followers,headshot_url,profile_url,category
Boo Carter,Bradley Central,S,561672,,2024,4.0,94.00467391304348,111.0,TN,72626,https://on3static.com/uploads/assets/667/396/396667.jpg,https://www.on3.com/db/boo-carter-147099/,portal_football_nil
Austin Romaine,Hillsboro,LB,557967,,2023,3.0,83.4,1464.0,MO,2971,https://on3static.com/uploads/assets/226/209/209226.jpeg,https://www.on3.com/db/austin-romaine-156488/,portal_football_nil
Hollywood Smothers,West Charlotte,RB,549832,,2023,4.0,89.49347826086957,379.0,NC,95267,https://on3static.com/uploads/assets/161/333/333161.png,https://www.on3.com/db/hollywood-smothers-146302/,portal_football_nil
Raleek Brown,Mater Dei,RB,534682,,2022,4.0,95.30529453015428,69.0,CA,51244,https://on3static.com/uploads/assets/221/472/472221.jpg,https://www.on3.com/db/raleek-brown-98081/,portal_football_nil
Jontez Williams,Bradford,CB,517185,,2022,3.0,82.4,1471.0,FL,2887,https://on3static.com/uploads/assets/209/574/574209.png,https://www.on3.com/db/jontez-williams-65108/,portal_football_nil
Xavier Chaplin,Whale Branch,OT,513617,,2022,3.0,87.03016304347825,665.0,SC,3200,https://on3static.com/uploads/assets/870/86/86870.jpeg,https://www.on3.com/db/xavier-chaplin-146138/,portal_football_nil
Omarion Miller,North Caddo,WR,507805,,2023,4.0,90.99048913043478,268.0,LA,48494,https://on3static.com/uploads/assets/947/236/236947.jpeg,https://www.on3.com/db/omarion-miller-94479/,portal_football_nil
Cooper Barkate,Mater Dei,WR,504940,,2022,3.0,84.925,984.0,CA,12729,https://on3static.com/uploads/assets/448/386/386448.jpg,https://www.on3.com/db/cooper-barkate-25829/,portal_football_nil
Wendell Gregory,Walton,EDGE,495897,,2024,4.0,91.98092391304348,200.0,GA,5116,https://on3static.com/uploads/assets/511/303/303511.png,https://www.on3.com/db/wendell-gregory-151769/,portal_football_nil
Santana Hopper,Shelby,DL,485587,,2022,3.0,87.5,601.0,NC,1554,https://on3static.com/uploads/assets/91/170/170091.png,https://www.on3.com/db/santana-hopper-104866/,portal_football_nil
Eli Holstein,Zachary,QB,472662,,2023,4.0,94.65231416549791,84.0,LA,20484,https://on3static.com/uploads/assets/652/225/225652.jpeg,https://www.on3.com/db/eli-holstein-40953/,portal_football_nil
Nic Anderson,Katy,WR,471616,,2022,4.0,91.78315217391304,200.0,TX,31432,https://on3static.com/uploads/assets/154/86/86154.jpeg,https://www.on3.com/db/nic-anderson-92095/,portal_football_nil
Jeremiah Cooper,Andress,S,468970,,2022,3.0,85.8,843.0,TX,13747,https://on3static.com/uploads/assets/437/573/573437.png,https://www.on3.com/db/jeremiah-cooper-60073/,portal_football_nil
Jayce Brown,Choctawatchee Academy,WR,468410,,2023,3.0,83.625,1404.0,FL,915,https://on3static.com/uploads/assets/570/571/571570.png,https://www.on3.com/db/jayce-brown-155782/,portal_football_nil
Bryce Baker,East Forsyth,QB,457911,,2025,4.0,94.555,87.0,NC,8804,https://on3static.com/uploads/assets/506/470/470506.png,https://www.on3.com/db/bryce-baker-176398/,portal_football_nil
Wilkin Formby,Northridge,OT,454463,,2023,4.0,94.42445652173915,94.0,AL,6928,https://on3static.com/uploads/assets/612/225/225612.jpeg,https://www.on3.com/db/wilkin-formby-146493/,portal_football_nil
Ian Strong,St. Anthony's,WR,425681,,2023,3.0,84.53636363636365,1204.0,NY,759,https://on3static.com/uploads/assets/922/463/463922.png,https://www.on3.com/db/ian-strong-155666/,portal_football_nil
Coleton Price,Bowie,IOL,399936,,2022,3.0,84.925,985.0,TX,696,https://on3static.com/uploads/assets/68/209/209068.jpeg,https://www.on3.com/db/coleton-price-24967/,portal_football_nil
Nate Johnson,Gaffney,EDGE,387953,,2023,3.0,82.88636363636364,1577.0,SC,831,https://on3static.com/uploads/assets/719/584/584719.png,https://www.on3.com/db/nate-johnson-157433/,portal_football_nil
Nick Marsh,River Rouge,WR,376623,,2024,4.0,92.45146739130436,174.0,MI,14180,https://on3static.com/uploads/assets/244/562/562244.png,https://www.on3.com/db/nick-marsh-92720/,portal_football_nil
Ty Haywood,Ryan,OT,365422,,2025,4.0,96.14727384291724,48.0,TX,2561,https://on3static.com/uploads/assets/62/320/320062.jpg,https://www.on3.com/db/ty-haywood-175209/,portal_football_nil
Jay Crawford,Parkview,CB,344475,,2024,4.0,90.33108695652174,307.0,GA,6766,https://on3static.com/uploads/assets/635/303/303635.png,https://www.on3.com/db/jay-crawford-149999/,portal_football_nil
Terry Moore,Washington,S,341328,,2022,3.0,83.85,1200.0,NC,4102,https://on3static.com/uploads/assets/805/164/164805.png,https://www.on3.com/db/terry-moore-146049/,portal_football_nil
Devin Brown,Corner Canyon,QB,331869,,2022,5.0,97.00407608695654,31.0,UT,32993,https://on3static.com/uploads/assets/338/396/396338.jpg,https://www.on3.com/db/devin-brown-35932/,portal_football_nil
Michael Hawkins,Frisco Emerson,QB,331101,,2024,4.0,90.87989130434782,260.0,TX,18007,https://on3static.com/uploads/assets/318/175/175318.jpg,https://www.on3.com/db/michael-hawkins-150226/,portal_football_nil
Robert Woodyard Jr.,Williamson,LB,330065,,2022,4.0,92.37201086956522,174.0,AL,4006,https://on3static.com/uploads/assets/857/93/93857.jpg,https://www.on3.com/db/robert-woodyard-jr-101394/,portal_football_nil
Michael Van Buren,St. Frances Academy,QB,306712,,2024,4.0,89.58260869565216,385.0,MD,33672,https://on3static.com/uploads/assets/337/396/396337.jpg,https://www.on3.com/db/michael-van-buren-149593/,portal_football_nil
Tao Johnson,Thunder Ridge,S,295325,,2022,3.0,85.35,909.0,ID,877,https://on3static.com/uploads/assets/640/175/175640.jpeg,https://www.on3.com/db/tao-johnson-147464/,portal_football_nil
Terrell Anderson,Grimsley,WR,292313,,2024,4.0,94.3350543478261,97.0,NC,24938,https://on3static.com/uploads/assets/374/297/297374.png,https://www.on3.com/db/terrell-anderson-147630/,portal_football_nil
Qua Russaw,Carver,LB,291297,,2023,5.0,97.32045932678822,27.0,AL,13764,https://on3static.com/uploads/assets/809/225/225809.jpeg,https://www.on3.com/db/qua-russaw-56455/,portal_football_nil
