name,school,position,nil_valuation,nil_rank,class_year,recruiting_stars,recruiting_rating,national_rank,state,followers,headshot_url,profile_url,category
Miles Russell,Providence,G,0,,2027,,,,,19069,https://on3static.com/uploads/assets/532/308/308532.png,https://www.on3.com/db/miles-russell-242049/,hs_mens_golf
Blades Brown,Brentwood Academy,G,0,,2026,,,,,6346,https://on3static.com/uploads/assets/422/295/295422.png,https://www.on3.com/db/blades-brown-241198/,hs_mens_golf
